2016-12-01 00:00:14,Ute,1.4,56
2016-12-01 00:00:40,Inne,22.3,14
2016-12-01 00:01:14,Ute,1.4,56
2016-12-01 00:01:40,Inne,22.3,14
2016-12-01 00:02:14,Ute,1.4,56
2016-12-01 00:02:39,Inne,22.3,14
2016-12-01 00:03:14,Ute,1.4,56
2016-12-01 00:03:39,Inne,22.3,14
2016-12-01 00:04:14,Ute,1.4,56
2016-12-01 00:04:39,Inne,22.3,14
2016-12-01 00:05:14,Ute,1.4,56
2016-12-01 00:05:39,Inne,22.3,14
2016-12-01 00:06:13,Ute,1.4,56
2016-12-01 00:06:39,Inne,22.3,14
2016-12-01 00:07:13,Ute,1.4,56
2016-12-01 00:07:39,Inne,22.3,14
2016-12-01 00:08:13,Ute,1.4,56
2016-12-01 00:08:39,Inne,22.3,14
2016-12-01 00:09:13,Ute,1.4,56
2016-12-01 00:09:39,Inne,22.3,14
2016-12-01 00:10:13,Ute,1.4,56
2016-12-01 00:10:38,Inne,22.3,14
2016-12-01 00:11:13,Ute,1.4,57
2016-12-01 00:11:38,Inne,22.3,14
2016-12-01 00:12:13,Ute,1.5,57
2016-12-01 00:12:38,Inne,22.3,14
2016-12-01 00:13:13,Ute,1.5,56
2016-12-01 00:13:38,Inne,22.3,14
2016-12-01 00:14:12,Ute,1.5,56
2016-12-01 00:14:38,Inne,22.3,14
2016-12-01 00:15:12,Ute,1.5,56
2016-12-01 00:15:38,Inne,22.3,14
2016-12-01 00:16:12,Ute,1.5,56
2016-12-01 00:16:37,Inne,22.3,14
2016-12-01 00:17:12,Ute,1.5,56
2016-12-01 00:17:37,Inne,22.3,14
2016-12-01 00:18:12,Ute,1.5,56
2016-12-01 00:18:37,Inne,22.3,14
2016-12-01 00:19:12,Ute,1.5,55
2016-12-01 00:19:37,Inne,22.3,14
2016-12-01 00:20:12,Ute,1.5,55
2016-12-01 00:20:37,Inne,22.3,14
2016-12-01 00:21:11,Ute,1.5,55
2016-12-01 00:21:37,Inne,22.4,14
2016-12-01 00:22:11,Ute,1.5,55
2016-12-01 00:22:37,Inne,22.4,14
2016-12-01 00:23:11,Ute,1.5,56
2016-12-01 00:23:36,Inne,22.4,14
2016-12-01 00:24:11,Ute,1.5,56
2016-12-01 00:24:36,Inne,22.4,14
2016-12-01 00:25:11,Ute,1.5,56
2016-12-01 00:25:36,Inne,22.4,14
2016-12-01 00:26:11,Ute,1.5,56
2016-12-01 00:26:36,Inne,22.4,14
2016-12-01 00:27:11,Ute,1.5,56
2016-12-01 00:27:36,Inne,22.4,14
2016-12-01 00:28:10,Ute,1.5,56
2016-12-01 00:28:36,Inne,22.4,14
2016-12-01 00:29:10,Ute,1.5,56
2016-12-01 00:29:36,Inne,22.4,14
2016-12-01 00:30:10,Ute,1.5,56
2016-12-01 00:30:35,Inne,22.4,14
2016-12-01 00:31:10,Ute,1.5,56
2016-12-01 00:31:35,Inne,22.4,14
2016-12-01 00:32:10,Ute,1.5,55
2016-12-01 00:32:35,Inne,22.4,14
2016-12-01 00:33:10,Ute,1.5,55
2016-12-01 00:33:35,Inne,22.4,14
2016-12-01 00:34:10,Ute,1.5,56
2016-12-01 00:34:35,Inne,22.4,14
2016-12-01 00:35:09,Ute,1.5,56
2016-12-01 00:35:35,Inne,22.4,14
2016-12-01 00:36:09,Ute,1.5,56
2016-12-01 00:36:35,Inne,22.4,14
2016-12-01 00:37:09,Ute,1.5,56
2016-12-01 00:37:34,Inne,22.4,14
2016-12-01 00:38:09,Ute,1.5,56
2016-12-01 00:38:34,Inne,22.4,14
2016-12-01 00:39:09,Ute,1.5,56
2016-12-01 00:39:34,Inne,22.4,14
2016-12-01 00:40:09,Ute,1.5,55
2016-12-01 00:40:34,Inne,22.4,14
2016-12-01 00:41:09,Ute,1.5,56
2016-12-01 00:41:34,Inne,22.4,14
2016-12-01 00:42:08,Ute,1.5,55
2016-12-01 00:42:34,Inne,22.4,14
2016-12-01 00:43:08,Ute,1.5,55
2016-12-01 00:43:34,Inne,22.4,14
2016-12-01 00:44:08,Ute,1.5,55
2016-12-01 00:44:33,Inne,22.4,14
2016-12-01 00:45:08,Ute,1.5,56
2016-12-01 00:45:33,Inne,22.4,14
2016-12-01 00:46:08,Ute,1.5,56
2016-12-01 00:46:33,Inne,22.4,14
2016-12-01 00:47:08,Ute,1.5,56
2016-12-01 00:47:33,Inne,22.4,14
2016-12-01 00:48:08,Ute,1.5,56
2016-12-01 00:48:33,Inne,22.4,14
2016-12-01 00:49:08,Ute,1.5,56
2016-12-01 00:49:33,Inne,22.4,14
2016-12-01 00:50:07,Ute,1.5,56
2016-12-01 00:50:33,Inne,22.4,14
2016-12-01 00:51:07,Ute,1.5,55
2016-12-01 00:51:32,Inne,22.4,14
2016-12-01 00:52:07,Ute,1.5,56
2016-12-01 00:52:32,Inne,22.4,14
2016-12-01 00:53:07,Ute,1.5,56
2016-12-01 00:53:32,Inne,22.4,14
2016-12-01 00:54:07,Ute,1.5,56
2016-12-01 00:54:32,Inne,22.4,14
2016-12-01 00:55:07,Ute,1.4,56
2016-12-01 00:55:32,Inne,22.4,14
2016-12-01 00:56:07,Ute,1.4,55
2016-12-01 00:56:32,Inne,22.4,14
2016-12-01 00:57:06,Ute,1.4,55
2016-12-01 00:57:32,Inne,22.4,14
2016-12-01 00:58:06,Ute,1.4,55
2016-12-01 00:58:31,Inne,22.4,14
2016-12-01 00:59:06,Ute,1.4,55
2016-12-01 00:59:31,Inne,22.4,14
2016-12-01 01:00:06,Ute,1.5,55
2016-12-01 01:00:31,Inne,22.4,14
